id,name,set,num,raw,psa8,n8,psa9,n9,psa10,n10,conf10,hot,updated,img
84364,Cleffa,Skyridge,048/144,36.67,36,1,,0,198.875,4,low,0,2026-08-18,84364
84529,Cubone,Expedition,103/165,62.83,103.75,6,191.71,5,339.975,4,low,1,2026-08-18,84529
85322,Espeon,Undaunted,2/90,79.99,80,36,199,23,1837,4,low,1,2026-08-18,85322
85396,Fearow (45),Expedition,045/165,10.2,28,1,48.05,1,179.99,4,low,0,2026-08-18,85396
85471,Fisherman,Skyridge,125/144,13.96,,0,70.495,2,2025,4,low,0,2026-08-18,85471
85562,Friend Ball,Skyridge,126/144,15,,0,43.394999999999996,4,169.99,4,low,0,2026-08-18,85562
86248,Hypno (H12),Aquapolis,H12/H32,229.99,316,11,398.995,16,2020.955,4,low,1,2026-08-18,86248
86391,Kabutops (H13),Skyridge,H13/H32,399.99,506,4,555.9100000000001,13,2024.125,4,low,1,2026-08-18,86391
86949,Luxray,Arceus,5/99,6.62,24.99,4,68.13,8,299.97,4,low,1,2026-08-18,86949
86958,Machamp (H15),Skyridge,H15/H32,419.99,652.5,6,918.7,12,4827,4,low,1,2026-08-18,86958
86973,Machamp LV.X,Stormfront,98/100,63.96,166.975,8,475,9,6035,4,low,1,2026-08-18,86973
88306,Porygon (103a),Aquapolis,103a/147,7.09,,0,27.5,1,107.5,4,low,0,2026-08-18,88306
88323,Porygon2,Aquapolis,028/147,14.14,,0,38,1,176.995,4,low,0,2026-08-18,88323
88417,Psychic Energy,Expedition,164/165,1.53,19.994999999999997,2,29.494999999999997,2,67.32,4,low,0,2026-08-18,88417
88503,Raichu (27),Skyridge,027/144,101.46,140.5,1,176.63,3,414.32,4,medium,0,2026-08-18,88503
88614,Rattata,Expedition,128/165,9.54,,0,34.475,5,59.995000000000005,4,low,0,2026-08-18,88614
88637,Rayquaza & Deoxys Legend (Bottom),Undaunted,90/90,228.6,264.42,14,1199.5,10,5999.95,4,low,1,2026-08-18,88637
88683,Relic Hunter,Skyridge,120/144,14.67,,0,44.99,2,420,4,low,0,2026-08-18,88683
88728,Rhydon (H27),Skyridge,H27/H32,199.99,510.345,4,528,11,1325.2150000000001,4,low,1,2026-08-18,88728
89002,Scyther,Platinum,130/127,31.54,63.31,14,160,19,4100,4,medium,1,2026-08-18,89002
89115,Shaymin Lv.X (Sky Forme),Platinum,127/127,46.3,119.9,14,314.5,13,4395.995,4,low,1,2026-08-18,89115
89136,Shellder,Expedition,129/165,4.21,19.5,1,38.24,3,56,4,low,0,2026-08-18,89136
89235,Skarmory (63),Expedition,063/165,13.2,,0,41.995000000000005,2,151.7,4,low,0,2026-08-18,89235
89413,Snubbull,Skyridge,101/144,12.33,10.5,1,36.495000000000005,6,133.99,4,low,0,2026-08-18,89413
89502,Stantler,Skyridge,102/144,8.07,,0,,0,143.99,4,low,0,2026-08-18,89502
89598,Suicune (H25),Aquapolis,H25/H32,539.99,669,8,1225,10,9150,4,medium,1,2026-08-18,89598
89856,Teddiursa,Skyridge,109/144,18.76,,0,48.99,5,340,4,low,0,2026-08-18,89856
89865,Tentacool,Aquapolis,113/147,3.36,9,1,29.99,1,87,4,low,0,2026-08-18,89865
89995,Totodile (135),Expedition,135/165,22.1,25,3,49.995000000000005,5,401.25,4,low,1,2026-08-18,89995
90141,Umbreon (32),Skyridge,032/144,279.99,379.615,6,400,6,1135,4,low,1,2026-08-18,90141
90314,Venusaur (30),Expedition,030/165,170.59,299.495,10,631.645,9,4825,4,low,1,2026-08-18,90314
90435,Vulpix,Aquapolis,116/147,12.38,24.25,2,34,11,95,4,low,1,2026-08-18,90435
90530,Weakness Guard,Aquapolis,141/147,48.57,36,7,,0,324.985,4,low,0,2026-08-18,90530
90658,Xatu (H32),Skyridge,H32/H32,220.25,229.99,7,467.995,6,2200,4,medium,1,2026-08-18,90658
90716,Zapdos,Aquapolis,044/147,59.55,113.75,2,61.7,1,295,4,low,0,2026-08-18,90716
113659,Venusaur EX,Generations,1/83,11.64,16.05,3,32.4,1,217.5,4,low,0,2026-08-18,113659
113675,Blastoise EX,Generations,17/83,16.1,20.244999999999997,10,49.645,12,333.58500000000004,4,low,1,2026-08-18,113675
113683,Articuno,Generations,25/83,35.71,71.64,16,114.975,15,2350,4,low,1,2026-08-18,113683
45127,Wigglytuff (16),Jungle,16/64,78.38,73.11,119,175,85,3793.5,3,low,1,2026-08-18,45127
83444,Abra,Skyridge,046/144,27.8,,0,,0,314.21,3,medium,0,2026-08-18,83444
83465,Aerodactyl,Skyridge,001/144,75.29,,0,152.5,3,449.99,3,low,0,2026-08-18,83465
83511,Alph Lithograph,Undaunted,THREE,117.33,102.5,7,189.43,5,3000,3,low,1,2026-08-18,83511
83603,Arceus Lv.X (95),Arceus,95/99,70.41,159,22,555.57,21,6980.5,3,low,1,2026-08-18,83603
83681,Azumarill (H4),Aquapolis,H04/H32,149.99,315,5,244.975,2,153.5,3,low,0,2026-08-18,83681
83765,Beedrill (5),Skyridge,005/144,30.51,42.59,1,50,1,160.78,3,low,0,2026-08-18,83765
83937,Boost Energy,Aquapolis,145/147,6.43,,0,,0,102,3,low,0,2026-08-18,83937
84185,Charizard (40),Expedition,040/165,120.51,,0,266.575,4,1512.55,3,low,0,2026-08-18,84185
84217,Charmander,Arceus,59/99,3.08,23.99,1,46.06,3,299.99,3,low,0,2026-08-18,84217
84539,Cyclone Energy,Skyridge,143/144,4.93,,0,24.99,3,58.285,3,low,0,2026-08-18,84539
84825,Diglett,Rumble,11,129.96,245,8,230.59,8,4332.245,3,low,1,2026-08-18,84825
84870,Donphan,Aquapolis,007/147,21.55,,0,31.15,3,100,3,low,0,2026-08-18,84870
84912,Dragonite (43),Expedition,043/165,79.43,121.5,1,201.25,5,875,3,low,0,2026-08-18,84912
85043,Dusknoir LV.X,Stormfront,96/100,69.12,149.99,13,299,6,2712.5,3,low,1,2026-08-18,85043
85077,Eevee,Skyridge,054/144,45.53,,0,,0,585,3,low,0,2026-08-18,85077
85087,Eevee (47),Undaunted,47/90,2.97,25,1,33.74,4,649.99,3,low,0,2026-08-18,85087
85437,Fighting Energy,Expedition,160/165,3.26,19.99,1,,0,79.99,3,low,0,2026-08-18,85437
85541,Forest Guardian,Aquapolis,123/147,1.01,20.5,2,20.5,5,399.475,3,low,0,2026-08-18,85541
85682,Gengar Lv.X,Arceus,97/99,448.95,679.97,56,2287.5,33,35000,3,low,1,2026-08-18,85682
85735,Giratina (27),Platinum,27/127,9.97,10,3,69.81,3,700,3,low,0,2026-08-18,85735
85873,Grass Energy,Expedition,162/165,1.42,,0,,0,73.97,3,low,0,2026-08-18,85873
85949,Growlithe (51),Aquapolis,051/147,46.7,,0,61.995000000000005,2,207.76,3,low,0,2026-08-18,85949
85996,Gyarados,Rumble,6,256.81,197.495,14,750,15,1999.5,3,low,1,2026-08-18,85996
86054,Heatran LV.X,Stormfront,97/100,61.43,185.92000000000002,6,266.21500000000003,13,5200,3,low,1,2026-08-18,86054
86179,Hoppip,Expedition,112/165,1.23,,0,20,5,65,3,low,0,2026-08-18,86179
86220,Houndour,Skyridge,066/144,32.66,,0,,0,307,3,low,0,2026-08-18,86220
86276,Infernape,Stormfront,3/100,21.25,49,6,150,15,5377.5,3,low,1,2026-08-18,86276
86330,Jirachi,Unleashed,1/95,26.22,39.975,13,49.95,6,3450,3,low,1,2026-08-18,86330
86338,Jolteon (13),Skyridge,013/144,57.66,52,1,76.345,6,319,3,low,0,2026-08-18,86338
86379,Kabuto,Skyridge,037/144,28,40,3,48,1,425,3,low,0,2026-08-18,86379
86905,Lugia,Aquapolis,149/147,4500,9066.44,37,9300,18,20871.125,3,low,1,2026-08-18,86905
86975,Machoke,Skyridge,038/144,18.46,36,1,,0,165.99,3,low,0,2026-08-18,86975
87095,Magneton (H18),Skyridge,H18/H32,73.85,348,7,478,8,3500,3,medium,1,2026-08-18,87095
87140,Mamoswine,Triumphant,5/102,3.68,18.79,8,36,5,810,3,low,1,2026-08-18,87140
87307,Memory Berry,Aquapolis,128/147,2.49,,0,18.5,1,300,3,medium,0,2026-08-18,87307
87398,Mew (55),Expedition,055/165,127.26,153.39,4,199.99,7,2000,3,low,1,2026-08-18,87398
87590,Mr. Mime (95a),Aquapolis,095a/147,6.65,,0,,0,249,3,low,0,2026-08-18,87590
87674,Mystery Zone,Skyridge,137/144,8.19,,0,20.5,5,76.78,3,low,0,2026-08-18,87674
87703,Nidoqueen (H21),Skyridge,H21/H32,208.33,257.5,9,404.495,6,3200,3,medium,1,2026-08-18,87703
87790,Noctowl,Skyridge,040/144,15.14,,0,,0,495,3,medium,0,2026-08-18,87790
87834,Octillery,Unleashed,6/95,3.6,43.58,1,37.47,2,750,3,low,0,2026-08-18,87834
87864,Omastar,Skyridge,023/144,31.78,44.99,1,65.245,2,182.59,3,low,0,2026-08-18,87864
87998,Phanpy,Aquapolis,100/147,15.2,,0,39,1,119,3,low,0,2026-08-18,87998
88015,Pichu (58),Expedition,058/165,41.59,103,1,97,7,6577.5,3,low,0,2026-08-18,88015
88134,Pinsir,Aquapolis,101/147,6.85,,0,35.5,2,199,3,medium,0,2026-08-18,88134
88264,Poliwhirl,Expedition,089/165,24.77,,0,83,1,212.5,3,low,0,2026-08-18,88264
88272,Poliwrath (H24),Skyridge,H24/H32,500.96,484.69,12,1241.56,14,5500,3,low,1,2026-08-18,88272
88275,Poliwrath (60),Expedition,060/165,35.7,77.71,3,,0,275,3,low,0,2026-08-18,88275
88333,Potion,Expedition,156/165,0.46,,0,22.805,2,35,3,low,0,2026-08-18,88333
88402,Professor Oak's Research,Expedition,149/165,1.91,33.49,1,29.99,3,44.99,3,low,0,2026-08-18,88402
88491,Qwilfish,Expedition,127/165,2.12,,0,28.88,1,159.49,3,low,0,2026-08-18,88491
88513,Raichu,Stormfront,8/100,28.68,62,7,180,9,755,3,low,1,2026-08-18,88513
88518,Raichu,Undaunted,33/90,6.95,,0,44,4,510,3,low,0,2026-08-18,88518
88532,Raikou,Skyridge,028/144,77.47,79.5,2,175,1,300,3,low,0,2026-08-18,88532
88538,Raikou & Suicune Legend (Bottom),Unleashed,93/95,153.6,265,12,249.9,8,5650,3,low,1,2026-08-18,88538
88620,Rattata,Rumble,15,111.98,126.5,12,149.995,10,3940.745,3,low,1,2026-08-18,88620
88669,Regigigas LV.X,Stormfront,100/100,99.99,149.99,16,305.495,12,422.505,3,low,1,2026-08-18,88669
89063,Sentret,Aquapolis,107/147,6.11,,0,,0,80,3,low,0,2026-08-18,89063
89236,Skarmory,Skyridge,097/144,12.49,,0,,0,214.88,3,medium,0,2026-08-18,89236
89313,Slowking,Aquapolis,034/147,32.38,,0,99.99,1,312.02,3,low,0,2026-08-18,89313
89325,Slowpoke,Aquapolis,108/147,29.46,54,5,78,8,680.5,3,low,1,2026-08-18,89325
89496,Squirtle,Unleashed,63/95,4.73,30.17,3,86.725,2,380,3,low,0,2026-08-18,89496
89529,Starmie (30),Skyridge,030/144,71.15,74.88,1,94.35,1,101.96000000000001,3,low,0,2026-08-18,89529
89537,Starmie,Rumble,5,119.98,176.92000000000002,14,355.975,4,3550,3,low,1,2026-08-18,89537
89559,Steelix (31),Skyridge,031/144,85.85,,0,102.205,2,285,3,low,0,2026-08-18,89559
89700,Swinub (107),Skyridge,107/144,88.74,93,1,44.99,2,250,3,low,0,2026-08-18,89700
89711,Switch,Expedition,157/165,1.74,19.085,2,20.5,1,64.99,3,low,0,2026-08-18,89711
89757,Tangrowth Lv.X,Arceus,99/99,38.29,75.06,15,239.95,15,2700,3,low,1,2026-08-18,89757
89760,Tauros,Expedition,133/165,9.63,21.25,2,44.5,6,425,3,low,0,2026-08-18,89760
89871,Tentacruel (H26),Aquapolis,H26/H32,174.3,245.62,12,510,8,2900,3,low,1,2026-08-18,89871
89919,Time Shard,Aquapolis,135/147,2.09,20,1,19.5,1,100,3,low,0,2026-08-18,89919
89924,Togekiss,Undaunted,9/90,14.45,43.5,6,73.995,6,1000,3,low,1,2026-08-18,89924
90118,Tyranitar (66),Expedition,066/165,95.2,81.97,2,135,1,521,3,low,0,2026-08-18,90118
90143,Umbreon,Aquapolis,041/147,181.88,225,6,15,5,475,3,low,1,2026-08-18,90143
90251,Ursaring,Skyridge,110/144,24.67,26,3,59.385000000000005,6,599,3,low,1,2026-08-18,90251
90281,Vaporeon,Skyridge,033/144,92.12,128.37,1,105,2,403.64,3,low,0,2026-08-18,90281
90306,Venonat,Skyridge,112/144,22.38,23.75,2,43.89,5,119.99,3,low,0,2026-08-18,90306
90365,Victreebel,Triumphant,12/102,4.16,18.26,3,31.490000000000002,10,1047.5,3,low,1,2026-08-18,90365
90411,Voltorb,Skyridge,113/144,8.31,14.5,1,39,4,155,3,low,0,2026-08-18,90411
90412,Voltorb (115),Aquapolis,115/147,4.39,20.5,1,,0,150,3,low,0,2026-08-18,90412
90659,Xatu (35),Skyridge,035/144,7.49,,0,,0,137.76,3,medium,0,2026-08-18,90659
90726,Zapdos G,Arceus,12/99,17.18,49.9,15,159.99,13,2774.995,3,low,1,2026-08-18,90726
113687,Zapdos,Generations,29/83,45.5,46.995000000000005,12,150,14,2800,3,low,1,2026-08-18,113687
113704,Golem EX,Generations,46/83,2.94,13.5,3,21.5,7,154.5,3,low,1,2026-08-18,113704
83498,Alakazam (H1),Skyridge,H01/H32,900,165,13,387.99,4,3075,2,low,1,2026-08-18,83498
83564,Apricorn Maker,Skyridge,121/144,10.17,,0,19.744999999999997,2,549.5,2,low,0,2026-08-18,83564
83569,Arbok (35),Expedition,035/165,12.29,18.43,2,,0,112.5,2,low,0,2026-08-18,83569
83645,Articuno (4),Skyridge,004/144,81.83,76,1,142.63,3,509.995,2,low,0,2026-08-18,83645
83801,Bellossom,Undaunted,1/90,8.22,27,5,34.86,7,318.045,2,low,1,2026-08-18,83801
83894,Blastoise,Platinum,2/127,54.77,70.49,18,199,16,6153.5,2,low,1,2026-08-18,83894
83947,Bounce Energy,Skyridge,142/144,5.4,18.2,1,25.494999999999997,4,559.495,2,low,0,2026-08-18,83947
84064,Butterfree (38),Expedition,038/165,24.65,41.25,2,,0,148.995,2,low,0,2026-08-18,84064
84135,Caterpie,Expedition,096/165,6.84,34.99,1,51.5,2,194.75,2,low,0,2026-08-18,84135
84190,Charizard,Stormfront,103/100,657,999.99,45,2110.5550000000003,36,235.79500000000002,2,low,1,2026-08-18,84190
84274,Chikorita (99),Expedition,099/165,6.66,,0,24.5,1,282.495,2,low,0,2026-08-18,84274
84275,Chikorita (100),Expedition,100/165,7.86,25.05,1,21.99,3,119,2,low,0,2026-08-18,84275
84697,Darkness Energy,Expedition,158/165,8.78,19.995,2,31.38,1,54.495000000000005,2,low,0,2026-08-18,84697
84782,Desert Shaman,Skyridge,123/144,27.56,,0,26.745,2,559.495,2,low,0,2026-08-18,84782
84786,Dewgong (7),Skyridge,007/144,49.98,,0,70.65,1,224.54,2,low,0,2026-08-18,84786
84802,Dialga (23),Platinum,23/127,2.89,,0,,0,131.75,2,low,0,2026-08-18,84802
84830,Ditto,Skyridge,051/144,82.58,228.75,2,171.3,3,1051.35,2,low,0,2026-08-18,84830
84924,Drapion,Triumphant,4/102,3.31,19,4,33.49,2,763.005,2,low,0,2026-08-18,84924
85112,Electabuzz,Expedition,076/165,3.68,28.49,2,39.445,2,257.5,2,low,0,2026-08-18,85112
85147,Electrode (H7),Aquapolis,H07/H32,162.49,157,2,,0,700,2,low,0,2026-08-18,85147
85152,Electrode,Skyridge,036/144,15.04,31,1,80,1,182.025,2,low,0,2026-08-18,85152
85238,Energy Search,Expedition,153/165,0.61,17.52,1,14.5,2,62.489999999999995,2,low,0,2026-08-18,85238
85253,Energy Switch,Aquapolis,120/147,33.23,14,1,34.99,1,226.25,2,low,0,2026-08-18,85253
85277,Entei & Raikou Legend (top),Unleashed,90/95,112.31,199.935,14,434.475,7,7126.695,2,low,1,2026-08-18,85277
85391,Fast Ball,Skyridge,124/144,11.01,15,1,37,3,552.58,2,low,0,2026-08-18,85391
85432,Fighting Cube 01,Aquapolis,121/147,1.77,,0,,0,64.84,2,low,0,2026-08-18,85432
85451,Fire Cube 01,Aquapolis,122/147,1.82,10,5,,0,67.48,2,low,0,2026-08-18,85451
85475,Flaaffy,Expedition,077/165,8.36,39.99,3,49.99,1,427.5,2,low,0,2026-08-18,85475
85544,Forretress (9),Skyridge,009/144,13.68,18,1,48.455,4,138.4,2,low,0,2026-08-18,85544
85671,Gengar (13),Expedition,013/165,670.39,1850,16,3925.03,9,11538.5,2,low,1,2026-08-18,85671
85817,Golduck,Triumphant,22/102,2.16,,0,8.5,1,146.5,2,low,0,2026-08-18,85817
85862,Granbull,Skyridge,061/144,28.42,,0,38,3,449.5,2,low,0,2026-08-18,85862
85950,Growlithe,Skyridge,062/144,33.28,,0,,0,644,2,low,0,2026-08-18,85950
85988,Gyarados (11),Skyridge,011/144,199.99,138.315,2,325,8,322.5,2,low,1,2026-08-18,85988
85994,Gyarados,Stormfront,19/100,17.29,60,1,90.97,2,201.74,2,low,0,2026-08-18,85994
86023,Haunter,Skyridge,063/144,55.14,,0,150,3,741.735,2,low,0,2026-08-18,86023
86030,Haunter (42),Arceus,42/99,2.47,59.99,1,25.01,1,212.995,2,low,0,2026-08-18,86030
86113,Hitmontop,Aquapolis,082/147,9.12,,0,,0,109,2,low,0,2026-08-18,86113
86201,Houndoom (12),Skyridge,012/144,90.67,,0,93.75,2,479.44000000000005,2,low,0,2026-08-18,86201
86203,Houndoom (15),Aquapolis,015/147,71.45,139.99,2,209.25,2,465.555,2,low,0,2026-08-18,86203
86360,Juggler,Aquapolis,126/147,1.36,,0,21.5,4,65,2,low,0,2026-08-18,86360
86374,Jynx,Expedition,083/165,9.49,23.3,1,,0,239.75,2,low,0,2026-08-18,86374
86400,Kabutops,Arceus,4/99,18.38,35.19,10,46.995000000000005,4,1156.385,2,low,1,2026-08-18,86400
86405,Kadabra,Skyridge,069/144,28.41,40,1,65,2,246.245,2,low,0,2026-08-18,86405
86453,Kingler (15),Expedition,015/165,58.64,150.13,9,252.775,9,3659.8450000000003,2,low,1,2026-08-18,86453
86601,Lanturn (21),Aquapolis,021/147,32.94,,0,38.495000000000005,2,174.495,2,low,0,2026-08-18,86601
86702,Ledyba (73),Skyridge,073/144,20.95,35,1,,0,299.975,2,low,0,2026-08-18,86702
86879,Lucario,Rumble,12,280.48,245.07999999999998,12,495,11,6301.3099999999995,2,low,1,2026-08-18,86879
86959,Machamp (16),Skyridge,016/144,42.87,70,1,102.99000000000001,4,352.025,2,low,0,2026-08-18,86959
86977,Machoke,Expedition,085/165,6.02,,0,,0,124.995,2,low,0,2026-08-18,86977
87008,Magcargo (H16),Skyridge,H16/H32,219.99,278.73,8,345.91,15,2064.265,2,low,1,2026-08-18,87008
87010,Magcargo (H17),Skyridge,H17/H32,188.75,450,3,279.315,10,1882,2,low,1,2026-08-18,87010
87011,Magcargo (18),Skyridge,018/144,17.21,,0,66.52,1,193.045,2,low,0,2026-08-18,87011
87066,Magnemite (52),Aquapolis,052/147,9.95,15.5,1,,0,274.975,2,low,0,2026-08-18,87066
87089,Magneton (19),Skyridge,019/144,42.32,45.92,1,53,1,280.20500000000004,2,low,0,2026-08-18,87089
87094,Magneton (H16),Aquapolis,H16/H32,120,241.5,6,340,13,1268.98,2,low,1,2026-08-18,87094
87097,Magneton,Aquapolis,022/147,17.08,26,1,338.33,1,200,2,low,0,2026-08-18,87097
87242,Mary's Impulse,Expedition,142/165,2.17,27.490000000000002,2,19.99,1,51,2,low,0,2026-08-18,87242
87314,Meowth,Skyridge,078/144,84.99,,0,150,1,1202.5,2,low,0,2026-08-18,87314
87370,Metal Energy,Expedition,159/165,7.5,,0,19.99,3,84.995,2,low,0,2026-08-18,87370
87423,Mewtwo,Rumble,9,550,337.04,4,498,41,6150,2,low,1,2026-08-18,87423
87500,Mirage Stadium,Skyridge,132/144,6.2,,0,27.785,4,649.495,2,low,0,2026-08-18,87500
87558,Moltres,Skyridge,021/144,73.16,,0,105,3,413.745,2,low,0,2026-08-18,87558
87692,Nidoking (H18),Aquapolis,H18/H32,230.98,355.005,8,475.03999999999996,12,3675,2,low,1,2026-08-18,87692
87704,Nidoqueen (22),Skyridge,022/144,29.45,50,1,99.38,3,392.865,2,low,0,2026-08-18,87704
87775,Ninetales,Rumble,3,342.42,163.32,14,296.24,5,3796.875,2,low,1,2026-08-18,87775
87828,Octillery (H20),Aquapolis,H20/H32,75.79,149.99,9,352.5,10,2071.5,2,low,1,2026-08-18,87828
87871,Omastar,Arceus,23/99,2.9,44.99,1,,0,162.365,2,low,0,2026-08-18,87871
87887,Oracle,Skyridge,138/144,19.35,,0,91.35,3,746.5,2,low,0,2026-08-18,87887
87917,Palkia G,Platinum,12/127,22.51,37.5,6,75,6,4575,2,low,1,2026-08-18,87917
87982,Persian,Skyridge,042/144,22.46,36.385,2,75,2,462,2,low,0,2026-08-18,87982
88021,Pichu,Arceus,25/99,11.13,16,1,93.48,1,162.775,2,low,0,2026-08-18,88021
88029,Pidgeot (59),Expedition,059/165,24.79,69.99,2,,0,265,2,low,0,2026-08-18,88029
88074,Pikachu,Skyridge,084/144,153.97,786.75,2,432,15,2599.995,2,low,1,2026-08-18,88074
88094,Pikachu,Arceus,71/99,6.95,24,2,50.995000000000005,4,3900.5,2,low,0,2026-08-18,88094
88113,Piloswine (24),Skyridge,024/144,75,360,1,103.13499999999999,4,276.62,2,low,0,2026-08-18,88113
88225,Pokemon Fan Club,Aquapolis,130/147,7.06,15.245000000000001,2,,0,986.19,2,low,0,2026-08-18,88225
88291,Ponyta (Shiny),Arceus,SH11,194.77,293.88,14,650,11,5500,2,low,1,2026-08-18,88291
88317,Porygon-Z,Triumphant,7/102,8.21,21.99,7,37.495000000000005,15,700,2,low,1,2026-08-18,88317
88412,Psychic Cube 01,Aquapolis,132/147,2.96,,0,,0,157.495,2,low,0,2026-08-18,88412
88552,Rainbow Energy,Aquapolis,144/147,12.64,,0,24.99,1,144.995,2,low,0,2026-08-18,88552
88576,Rapidash (26),Expedition,026/165,141,218.70999999999998,4,374.44,5,3843.5,2,low,0,2026-08-18,88576
88638,Rayquaza & Deoxys Legend (Top),Undaunted,89/90,239.68,455,18,949.995,16,7000,2,low,1,2026-08-18,88638
88694,Remoraid,Aquapolis,105/147,3.59,,0,,0,187.5,2,low,0,2026-08-18,88694
88739,Rhyhorn,Skyridge,091/144,13.58,,0,,0,218.145,2,low,0,2026-08-18,88739
88957,Scizor (H21),Aquapolis,H21/H32,188.99,347.875,16,672.5,8,8850,2,low,1,2026-08-18,88957
88963,Scizor,Undaunted,7/90,61.48,150,19,175,12,3739.5,2,low,1,2026-08-18,88963
89107,Shaymin (15),Platinum,15/127,15.95,24.25,7,62.98,1,2330,2,low,0,2026-08-18,89107
89178,Shinx (Shiny),Arceus,SH12,163.37,299.99,19,1150,7,3499.5,2,low,1,2026-08-18,89178
89312,Slowking (H22),Aquapolis,H22/H32,274.5,400,7,1999.97,6,4069.25,2,low,1,2026-08-18,89312
89438,Spearow,Expedition,130/165,3.59,25,3,28.75,3,53.305,2,low,0,2026-08-18,89438
89560,Steelix,Aquapolis,035/147,43.52,871.26,1,100,1,424.975,2,low,0,2026-08-18,89560
89610,Suicune & Entei Legend (Top),Unleashed,94/95,113.4,310,6,349.995,9,4999.475,2,low,1,2026-08-18,89610
89935,Togepi,Undaunted,70/90,2.97,,0,,0,337.5,2,low,0,2026-08-18,89935
89940,Togetic (H27),Aquapolis,H27/H32,185.74,405,8,830,9,7375,2,low,1,2026-08-18,89940
89987,Torterra,Unleashed,10/95,11.31,50,4,66.975,4,3744,2,low,0,2026-08-18,89987
90030,Traveling Salesman,Aquapolis,137/147,2.61,13.5,1,28.77,1,104.995,2,low,0,2026-08-18,90030
90114,Tyranitar (H28),Aquapolis,H28/H32,,2449.995,17,3332.075,6,16549.995000000003,2,low,1,2026-08-18,90114
90115,Tyranitar (29),Expedition,029/165,317,850,15,1637.495,13,13105.5,2,low,1,2026-08-18,90115
90300,Venomoth,Skyridge,111/144,10.52,,0,39.495000000000005,7,234.99,2,low,0,2026-08-18,90300
90360,Victreebel (H30),Aquapolis,H30/H32,154.94,152.5,6,190,17,1721.79,2,low,1,2026-08-18,90360
90379,Vileplume (69),Expedition,069/165,5.23,,0,21.99,3,182.425,2,low,0,2026-08-18,90379
90443,Vulpix (Shiny),Platinum,SH6,167.28,194.995,14,1050,6,7560.475,2,low,1,2026-08-18,90443
90557,Weezing (32),Expedition,032/165,76.98,130,2,109.8,2,1850,2,low,0,2026-08-18,90557
90559,Weezing (70),Expedition,070/165,5.76,,0,,0,80,2,low,0,2026-08-18,90559
90768,Zubat (117),Skyridge,117/144,27.21,,0,39.99,3,125.995,2,low,0,2026-08-18,90768
113681,Gyarados,Generations,23/83,1.08,15,3,36,4,154.5,2,low,0,2026-08-18,113681
113721,Imakuni?,Generations,63/83,4.2,30.43,3,149,1,201.745,2,low,0,2026-08-18,113721
45128,Electrode (2),Jungle,02/64,60.02,60,14,85,7,678,1,low,1,2026-08-18,45128
45129,Flareon (3),Jungle,03/64,155.2,119.5,29,212.5,20,2275,1,low,1,2026-08-18,45129
45130,Jolteon (4),Jungle,04/64,243.46,128.88,14,220,8,17500,1,low,1,2026-08-18,45130
45160,Nidoran F,Jungle,57/64,2.58,10.95,1,29.99,1,177.5,1,low,0,2026-08-18,45160
83447,Abra,Expedition,093/165,4.54,,0,,0,10,1,low,0,2026-08-18,83447
83536,Ampharos,Aquapolis,001/147,33.67,26,1,,0,310.88,1,low,0,2026-08-18,83536
83566,Arbok (3),Expedition,003/165,137.5,209.5,11,352,6,5100,1,low,1,2026-08-18,83566
83575,Arcanine,Aquapolis,002/147,142.08,158.5,5,164.5,1,800,1,low,0,2026-08-18,83575
83577,Arcanine (3),Skyridge,003/144,109.48,117.2,2,112.5,2,344.99,1,low,0,2026-08-18,83577
83602,Arceus Lv.X (94),Arceus,94/99,49.79,141.5,25,412.49,8,19999.99,1,low,1,2026-08-18,83602
83680,Azumarill,Aquapolis,004/147,33.59,39.99,1,,0,153.5,1,low,0,2026-08-18,83680
83759,Beautifly,Platinum,21/127,1.05,,0,,0,25,1,low,0,2026-08-18,83759
83796,Bellossom,Aquapolis,005/147,25.62,232.5,1,,0,250,1,low,0,2026-08-18,83796
83804,Bellsprout (45),Aquapolis,045/147,19.4,,0,,0,475,1,low,0,2026-08-18,83804
83837,Bill's Maintenance,Expedition,137/165,0.67,,0,,0,59.97,1,low,0,2026-08-18,83837
83888,Blastoise (4),Expedition,004/165,400,930,5,1802.495,6,20000,1,low,1,2026-08-18,83888
83889,Blastoise (36),Expedition,036/165,59.02,,0,,0,650,1,low,0,2026-08-18,83889
83890,Blastoise (37),Expedition,037/165,87,60,1,325,5,375,1,low,0,2026-08-18,83890
83920,Blissey (H6),Aquapolis,H06/H32,105.31,205.255,6,405,7,125,1,low,1,2026-08-18,83920
84026,Bulbasaur (94),Expedition,094/165,42.81,40,1,66,2,200,1,low,0,2026-08-18,84026
84184,Charizard (39),Expedition,039/165,173.32,,0,299.99,8,520,1,low,0,2026-08-18,84184
84233,Charmeleon,Arceus,35/99,1.83,,0,18.51,3,800,1,low,0,2026-08-18,84233
84256,Cherrim,Rumble,2,89.99,80.46,10,120,9,6000,1,low,1,2026-08-18,84256
84370,Cloyster (8),Expedition,008/165,93.37,253.82,9,387.845,4,3000,1,low,1,2026-08-18,84370
84372,Cloyster (42),Expedition,042/165,16.62,,0,52.5,2,231.07,1,low,0,2026-08-18,84372
84438,Corsola,Expedition,102/165,3.44,22.25,2,25.494999999999997,6,150,1,low,0,2026-08-18,84438
84488,Crobat,Unleashed,14/95,5.35,,0,24,1,119.99,1,low,0,2026-08-18,84488
